observation_timestamp,origin,destination,departure_date,lead_time_days,carrier,flight_number,fare_class,base_fare,taxes,airport_fee,fuel_surcharge,user_development_fee,convenience_fee,other_fee,total_fare,currency,source,source_url,availability_status,collection_status,raw_hash,created_at
2026-08-06T10:00:00,DEL,BOM,2026-08-13,7,IndiGo,6E-101,Economy,10428.79,584.47,306.49,1260.6,207.13,300.0,28.07,13115.55,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BOM&date=2026-08-13,AVAILABLE,VALID,ed0a43456d56da4ba907198ceb8436c8dbf5e306311974df24a7f6baf8ce7e9b,2026-09-04T00:39:47.558438
2026-08-06T10:00:00,DEL,BOM,2026-08-13,7,Air India,AI-502,Economy,11567.03,650.8,293.83,1449.06,234.29,300.0,37.79,14532.8,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BOM&date=2026-08-13,AVAILABLE,VALID,292104077e840dc2068c18f79dbd75510066499c8546a342d5ed7a9531e4d618,2026-09-04T00:39:47.558456
2026-08-06T10:00:00,DEL,BOM,2026-08-13,7,Air India,AI-603,Economy,11445.22,630.06,348.05,1155.99,245.6,300.0,19.24,14144.16,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BOM&date=2026-08-13,AVAILABLE,VALID,23616f9e2d4ac6e799d85ba160772583158acf8cda6dd4c7ef037e1bfeffda46,2026-09-04T00:39:47.558467
2026-08-06T10:00:00,DEL,BOM,2026-08-13,7,Vistara,UK-812,Economy,12474.03,680.71,368.48,1140.09,262.6,300.0,38.43,15264.34,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BOM&date=2026-08-13,AVAILABLE,VALID,a0177dacd0bc6a786ee4907b654c8368a6084e102f487b525bc5c0c71d6c04b0,2026-09-04T00:39:47.558480
2026-08-06T10:00:00,DEL,BOM,2026-08-13,7,Vistara,UK-945,Economy,12234.94,669.52,280.32,1155.36,259.43,300.0,35.98,14935.55,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BOM&date=2026-08-13,AVAILABLE,VALID,5c39dadfd49e4cb713a526054aa980cefaba693e3f36de8310adfe63a6f50aa3,2026-09-04T00:39:47.558492
2026-08-06T10:00:00,DEL,BOM,2026-08-13,7,Akasa Air,QP-1102,Economy,9885.98,554.52,343.89,1204.46,246.99,300.0,7.64,12543.48,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BOM&date=2026-08-13,AVAILABLE,VALID,dc336150dd48cd86d7683c44b841ef6370ab6763a4aace0df85985fda2100a8b,2026-09-04T00:39:47.558507
2026-08-06T10:00:00,DEL,BOM,2026-08-13,7,SpiceJet,SG-403,Economy,9496.41,531.78,316.3,1139.15,288.39,300.0,40.34,12112.37,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BOM&date=2026-08-13,AVAILABLE,VALID,bc032ea16bb642cb89a2368665f8acb7db006440aa34bc223e31ea2fc04ba56c,2026-09-04T00:39:47.558520
2026-08-06T10:00:00,DEL,BOM,2026-08-21,15,IndiGo,6E-101,Economy,9652.26,546.12,286.92,1270.1,263.67,300.0,38.29,12357.36,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BOM&date=2026-08-21,AVAILABLE,VALID,82321be7965c4189bc2db92a30719d818e7147f1dc40863e456e9e300efca8d4,2026-09-04T00:39:47.558536
2026-08-06T10:00:00,DEL,BOM,2026-08-21,15,Air India,AI-502,Economy,11104.36,625.49,322.31,1405.35,203.3,300.0,26.96,13987.77,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BOM&date=2026-08-21,AVAILABLE,VALID,74253fd140e6ab5c7f23386b315f4c27fe68302e42c50607166147506cd47d3d,2026-09-04T00:39:47.558549
2026-08-06T10:00:00,DEL,BOM,2026-08-21,15,Air India,AI-801,Economy,11068.46,613.88,379.51,1209.1,251.49,300.0,21.91,13844.35,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BOM&date=2026-08-21,AVAILABLE,VALID,b7b3398a21abf80f0184499a84c4caaa7cd617f51b38bf801e1689bfc11a52af,2026-09-04T00:39:47.558560
2026-08-06T10:00:00,DEL,BOM,2026-08-21,15,Vistara,UK-945,Economy,11762.14,649.02,338.83,1218.33,205.31,300.0,11.01,14484.64,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BOM&date=2026-08-21,AVAILABLE,VALID,be4771e891a5795574cd220c87b9e40aaa42a5aee29c211a8df47e19b76c0db9,2026-09-04T00:39:47.558572
2026-08-06T10:00:00,DEL,BOM,2026-08-21,15,Akasa Air,QP-1102,Economy,9161.1,513.6,313.04,1110.99,236.56,300.0,13.92,11649.21,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BOM&date=2026-08-21,AVAILABLE,VALID,6b4fe7c3113261f25fcb8288c0f150806904568e894e8ebd8372b2117dc5bb31,2026-09-04T00:39:47.558586
2026-08-06T10:00:00,DEL,BOM,2026-08-21,15,SpiceJet,SG-403,Economy,9048.71,515.71,320.71,1265.54,190.38,300.0,32.95,11674.0,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BOM&date=2026-08-21,AVAILABLE,VALID,d0cdf4c8fa55580618a02f8410eee9d259f8420a3ac2a2090c8856761a4023ce,2026-09-04T00:39:47.558600
2026-08-06T10:00:00,DEL,BOM,2026-09-05,30,IndiGo,6E-408,Economy,6964.21,414.65,344.62,1328.71,186.67,300.0,36.41,9575.27,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BOM&date=2026-09-05,AVAILABLE,VALID,78bfa94384c9c3773ff44d804431bad32fa16fd4a8c58f108719debc14d55d9e,2026-09-04T00:39:47.558615
2026-08-06T10:00:00,DEL,BOM,2026-09-05,30,IndiGo,6E-305,Economy,6983.83,407.54,333.63,1167.06,195.42,300.0,9.17,9396.65,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BOM&date=2026-09-05,AVAILABLE,VALID,61fae70798808cc82360c26fb571777498e8ad737ec00a2271350c5c2268d653,2026-09-04T00:39:47.558625
2026-08-06T10:00:00,DEL,BOM,2026-09-05,30,Air India,AI-603,Economy,8245.27,482.24,289.79,1399.59,251.74,300.0,27.03,10995.66,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BOM&date=2026-09-05,AVAILABLE,VALID,6e99fbb85338830d8612be0fe3bc66f3e70539115ceff54b3372529cec873937,2026-09-04T00:39:47.558641
2026-08-06T10:00:00,DEL,BOM,2026-09-05,30,Vistara,UK-945,Economy,8475.02,487.25,301.37,1269.97,224.11,300.0,2.93,11060.65,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BOM&date=2026-09-05,AVAILABLE,VALID,18602c5171773a0e79797a2d337fd056148570634b75a70a39c5fb777278f693,2026-09-04T00:39:47.558653
2026-08-06T10:00:00,DEL,BOM,2026-09-05,30,Akasa Air,QP-1304,Economy,6694.18,401.9,353.05,1343.81,266.17,300.0,33.09,9392.2,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BOM&date=2026-09-05,AVAILABLE,VALID,07b05cdc62ca9fc78162ba9d2bb4b84c5b788e990ecb318ca2cadf7b942eff50,2026-09-04T00:39:47.558666
2026-08-06T10:00:00,DEL,BOM,2026-09-05,30,Akasa Air,QP-1102,Economy,6661.92,391.91,285.85,1176.2,260.93,300.0,3.05,9079.86,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BOM&date=2026-09-05,AVAILABLE,VALID,e77e39b818d48f1776f2ce7aca40795a88f944b0ed6d951e994a2be3e358f170,2026-09-04T00:39:47.558676
2026-08-06T10:00:00,DEL,BOM,2026-09-05,30,SpiceJet,SG-403,Economy,6625.33,401.19,295.74,1398.45,285.69,300.0,4.01,9310.41,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BOM&date=2026-09-05,AVAILABLE,VALID,8b3f87edd14bc82029a66ed9894163b3ad28f196f745f380a784c461eae7b99b,2026-09-04T00:39:47.558689
2026-08-06T10:00:00,DEL,BOM,2026-09-20,45,IndiGo,6E-204,Economy,6930.74,418.01,336.97,1429.56,243.68,300.0,1.99,9660.95,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BOM&date=2026-09-20,AVAILABLE,VALID,5a5a6808b1036f137556503269357982c10fee46ca5ce2c3f2d197c2940f28c0,2026-09-04T00:39:47.558706
2026-08-06T10:00:00,DEL,BOM,2026-09-20,45,Air India,AI-603,Economy,8006.62,460.83,306.56,1209.96,194.4,300.0,32.28,10510.65,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BOM&date=2026-09-20,AVAILABLE,VALID,9faf25033210ac7c975d7984c3b2b0a0b74ae1c9df406fed0328e4db688f3032,2026-09-04T00:39:47.558721
2026-08-06T10:00:00,DEL,BOM,2026-09-20,45,Air India,AI-801,Economy,8109.55,476.85,280.93,1427.51,248.33,300.0,28.15,10871.32,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BOM&date=2026-09-20,AVAILABLE,VALID,cf8178b76b8de09374c7d0099f48e8aa45bee1f101043d3bc620b067374e6686,2026-09-04T00:39:47.558735
2026-08-06T10:00:00,DEL,BOM,2026-09-20,45,Vistara,UK-812,Economy,8271.88,474.7,286.88,1222.15,206.87,300.0,14.25,10776.73,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BOM&date=2026-09-20,AVAILABLE,VALID,0e7e2c70bae8ce8ec0e4e80ce7483971bcb3e4a221540e9386c325590ad445a4,2026-09-04T00:39:47.558750
2026-08-06T10:00:00,DEL,BOM,2026-09-20,45,Akasa Air,QP-1102,Economy,6758.86,394.76,367.81,1136.26,209.09,300.0,44.49,9211.27,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BOM&date=2026-09-20,AVAILABLE,VALID,72fc82e1fc2bbb5f9939011692d9ecdea528b80b64fb9d44c46ad6b150452568,2026-09-04T00:39:47.558765
2026-08-06T10:00:00,DEL,BOM,2026-09-20,45,Akasa Air,QP-1304,Economy,6502.06,385.03,301.06,1198.61,217.72,300.0,34.37,8938.85,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BOM&date=2026-09-20,AVAILABLE,VALID,93a4925881a210e2232022a24c655dc3286b6d7702883e9ce6429ec7f219acc3,2026-09-04T00:39:47.558777
2026-08-06T10:00:00,DEL,BOM,2026-09-20,45,SpiceJet,SG-403,Economy,6344.72,379.65,307.67,1248.25,180.39,300.0,38.56,8799.24,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BOM&date=2026-09-20,AVAILABLE,VALID,48bec943ca8c9d1f1643fad4e707bbb77c8153311e4f34813a12777874149e26,2026-09-04T00:39:47.558791
2026-08-06T10:00:00,DEL,BOM,2026-09-20,45,SpiceJet,SG-201,Economy,6399.66,387.95,335.17,1359.43,227.05,300.0,0.48,9009.74,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BOM&date=2026-09-20,AVAILABLE,VALID,826a7b66d46268e3954d08bf4ff39dc590259fbe3e90a75b604b1d7c9dd16582,2026-09-04T00:39:47.558803
2026-08-06T10:00:00,DEL,BLR,2026-08-07,1,IndiGo,6E-101,Economy,15923.83,861.39,294.81,1303.88,194.02,300.0,15.41,18893.34,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BLR&date=2026-08-07,AVAILABLE,VALID,6234fee797da4b7f9ca98dae4b529f20d9404cbdf913ed362a6571eba8dd758d,2026-09-04T00:39:47.558824
2026-08-06T10:00:00,DEL,BLR,2026-08-07,1,Air India,AI-603,Economy,17595.65,939.15,290.28,1187.34,265.81,300.0,44.21,20622.44,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BLR&date=2026-08-07,AVAILABLE,VALID,c5337a3cbdc3e89000029caa2634fee6a342a85017283493dcf20f99376c3e02,2026-09-04T00:39:47.558841
2026-08-06T10:00:00,DEL,BLR,2026-08-07,1,Vistara,UK-945,Economy,19296.28,1036.9,361.08,1441.67,276.96,300.0,1.24,22714.13,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BLR&date=2026-08-07,AVAILABLE,VALID,c14d132066473b9ba5de7f2abe99cba3698a3f29e04cda8da6ad96e588b29eb6,2026-09-04T00:39:47.558861
2026-08-06T10:00:00,DEL,BLR,2026-08-07,1,Akasa Air,QP-1304,Economy,14705.24,804.04,290.81,1375.58,275.94,300.0,42.93,17794.54,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BLR&date=2026-08-07,AVAILABLE,VALID,9212a2b484a5389acb31db574bb2953482fb69a920062623855ec51fb5806f07,2026-09-04T00:39:47.558877
2026-08-06T10:00:00,DEL,BLR,2026-08-07,1,Akasa Air,QP-1102,Economy,15114.25,818.77,310.52,1261.11,267.49,300.0,11.38,18083.52,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BLR&date=2026-08-07,AVAILABLE,VALID,1ef51989487027f3cb7a38a34dbe4a87b0dea0c0f3ff1dd2e479b6edf0859140,2026-09-04T00:39:47.558890
2026-08-06T10:00:00,DEL,BLR,2026-08-07,1,SpiceJet,SG-403,Economy,14440.42,792.15,376.69,1402.52,210.7,300.0,32.07,17554.55,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BLR&date=2026-08-07,AVAILABLE,VALID,951a266717c82f2f5cd0059bb72a6f91d77d16346a39ce558998335faeeb5efd,2026-09-04T00:39:47.558909
2026-08-06T10:00:00,DEL,BLR,2026-08-13,7,IndiGo,6E-101,Economy,11173.63,618.25,338.06,1191.43,288.19,300.0,1.91,13911.47,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BLR&date=2026-08-13,AVAILABLE,VALID,836c3edc149ccc3d30a1bb52b40a57eda1b5f94aafa316ad1c4775aa0a8cb91e,2026-09-04T00:39:47.558931
2026-08-06T10:00:00,DEL,BLR,2026-08-13,7,IndiGo,6E-408,Economy,10882.27,612.88,323.64,1375.25,288.27,300.0,5.78,13788.09,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BLR&date=2026-08-13,AVAILABLE,VALID,137856de1568aa0453648cdc63c2407bf215bd9b7126a7e96ef5450b997df76d,2026-09-04T00:39:47.558944
2026-08-06T10:00:00,DEL,BLR,2026-08-13,7,Air India,AI-603,Economy,12217.44,673.5,331.99,1252.62,268.72,300.0,34.34,15078.61,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BLR&date=2026-08-13,AVAILABLE,VALID,2a24ed68a294608569448a41a604b10cdf4c7fc5a601bdd22291735b926a4bed,2026-09-04T00:39:47.558959
2026-08-06T10:00:00,DEL,BLR,2026-08-13,7,Vistara,UK-812,Economy,13224.35,732.82,372.08,1432.11,248.55,300.0,33.17,16343.08,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BLR&date=2026-08-13,AVAILABLE,VALID,47762cc3d611f46edb27be166349a5e04e4b12a7c587bee9d788ce0891d05be1,2026-09-04T00:39:47.558978
2026-08-06T10:00:00,DEL,BLR,2026-08-13,7,Akasa Air,QP-1304,Economy,10328.0,583.6,335.44,1344.02,201.1,300.0,33.25,13125.41,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BLR&date=2026-08-13,AVAILABLE,VALID,cb3d473b15b7afec631f14fcbaf59a6bcc39e736e718764a4e2c2ba7a19d6952,2026-09-04T00:39:47.559012
2026-08-06T10:00:00,DEL,BLR,2026-08-13,7,Akasa Air,QP-1102,Economy,10547.8,585.44,336.91,1160.91,224.67,300.0,41.69,13197.42,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BLR&date=2026-08-13,AVAILABLE,VALID,4533da3d993a64118944bc0f3eb8a8ad3ba26f3b52dcab97a6c7e51263ddff73,2026-09-04T00:39:47.559035
2026-08-06T10:00:00,DEL,BLR,2026-08-13,7,SpiceJet,SG-403,Economy,10344.93,582.86,312.22,1312.33,228.6,300.0,33.78,13114.72,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BLR&date=2026-08-13,AVAILABLE,VALID,8c99a129b7487d37cf6f48ade6a72d41241a705d153f5d88c2167c6ab905df2a,2026-09-04T00:39:47.559124
2026-08-06T10:00:00,DEL,BLR,2026-08-21,15,IndiGo,6E-101,Economy,10465.49,589.89,341.93,1332.35,190.27,300.0,47.6,13267.53,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BLR&date=2026-08-21,AVAILABLE,VALID,c6b1953ab59f0211a55ad5548d90ec96d15c2dea054c8194af4ac1b66e101fce,2026-09-04T00:39:47.559174
2026-08-06T10:00:00,DEL,BLR,2026-08-21,15,Air India,AI-801,Economy,11848.38,648.23,378.39,1116.17,247.24,300.0,38.42,14576.83,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BLR&date=2026-08-21,AVAILABLE,VALID,aa5820aa45264720f4791ea38861eaa47426e49cd4f8e2be55b238d387d7f1fd,2026-09-04T00:39:47.559202
2026-08-06T10:00:00,DEL,BLR,2026-08-21,15,Air India,AI-502,Economy,12293.91,679.77,351.83,1301.48,222.24,300.0,19.98,15169.21,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BLR&date=2026-08-21,AVAILABLE,VALID,4d71ce340af8c8baa1b7a17be6e6faca5de2c0782136930a74bdc6d744f156f5,2026-09-04T00:39:47.559223
2026-08-06T10:00:00,DEL,BLR,2026-08-21,15,Vistara,UK-945,Economy,12979.85,707.82,360.41,1176.59,256.55,300.0,23.23,15804.45,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BLR&date=2026-08-21,AVAILABLE,VALID,1ca50a0c1d9247d8717d04ff9e561e7c4740e3f183d875148b93f5b3a3b3a6de,2026-09-04T00:39:47.559247
2026-08-06T10:00:00,DEL,BLR,2026-08-21,15,Akasa Air,QP-1304,Economy,9866.61,556.46,333.11,1262.63,241.48,300.0,15.86,12576.15,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BLR&date=2026-08-21,AVAILABLE,VALID,5a415ad1b9362686cc43f6fbf15c1e70dfc34e90e13e79317b9264f8460497da,2026-09-04T00:39:47.559271
2026-08-06T10:00:00,DEL,BLR,2026-08-21,15,SpiceJet,SG-403,Economy,10034.69,569.75,327.47,1360.28,208.51,300.0,12.36,12813.06,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BLR&date=2026-08-21,AVAILABLE,VALID,60aee57391637b3ce86b02da76161d00464f64642f942f61ebf67b807a80a85c,2026-09-04T00:39:47.559294
2026-08-06T10:00:00,DEL,BLR,2026-08-21,15,SpiceJet,SG-201,Economy,9970.05,562.62,342.67,1282.45,210.21,300.0,3.87,12671.87,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BLR&date=2026-08-21,AVAILABLE,VALID,39d91671645b851387559586dbd07480cf2885b804a93edd6d08c34cf577c44f,2026-09-04T00:39:47.559322
2026-08-06T10:00:00,DEL,BLR,2026-09-05,30,IndiGo,6E-305,Economy,7796.03,446.21,295.08,1128.2,222.13,300.0,7.64,10195.29,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BLR&date=2026-09-05,AVAILABLE,VALID,39faff0f3f22b85f3e22c3ad4504c6e257a5fad2f85a6672c881c070c404b590,2026-09-04T00:39:47.559353
2026-08-06T10:00:00,DEL,BLR,2026-09-05,30,IndiGo,6E-204,Economy,7613.23,441.45,326.59,1215.81,186.85,300.0,41.64,10125.57,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BLR&date=2026-09-05,AVAILABLE,VALID,13840b3314d9510cdd6ca6c650339e2d15f13333cd1af822e1feee7bcf41d818,2026-09-04T00:39:47.559371
2026-08-06T10:00:00,DEL,BLR,2026-09-05,30,Air India,AI-502,Economy,8664.06,488.31,315.18,1102.06,262.88,300.0,42.67,11175.16,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BLR&date=2026-09-05,AVAILABLE,VALID,3cfa2293dce5a0cda5c74308134588841b3a06c937d4a3c047a84058ff302a0a,2026-09-04T00:39:47.559393
2026-08-06T10:00:00,DEL,BLR,2026-09-05,30,Vistara,UK-945,Economy,9121.61,518.71,282.9,1252.54,216.97,300.0,33.96,11726.69,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BLR&date=2026-09-05,AVAILABLE,VALID,dffa0d09a5df18042937c53cca431f2db2f49c97aca41c132ddbf29b688a27ab,2026-09-04T00:39:47.559422
2026-08-06T10:00:00,DEL,BLR,2026-09-05,30,Vistara,UK-812,Economy,9096.45,518.0,292.76,1263.59,248.45,300.0,1.35,11720.6,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BLR&date=2026-09-05,AVAILABLE,VALID,f051bd1043e46e789861f0cc9c0a5b8b60a65d4a643acad763e70050c40ec509,2026-09-04T00:39:47.559445
2026-08-06T10:00:00,DEL,BLR,2026-09-05,30,Akasa Air,QP-1102,Economy,7315.33,423.14,326.17,1147.49,185.53,300.0,18.96,9716.62,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BLR&date=2026-09-05,AVAILABLE,VALID,4419fa8ec923924af0f269d10c1862d460c3b2f8fae3ba76bbf3a4294dff6eb8,2026-09-04T00:39:47.559468
2026-08-06T10:00:00,DEL,BLR,2026-09-05,30,SpiceJet,SG-403,Economy,7031.74,423.23,322.16,1432.92,271.84,300.0,23.52,9805.41,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BLR&date=2026-09-05,AVAILABLE,VALID,ea3730f5d71ec55e5005ea22a1412994a9a12889c7f614781c34c5e928b17c44,2026-09-04T00:39:47.559491
2026-08-06T10:00:00,DEL,BLR,2026-09-05,30,SpiceJet,SG-201,Economy,6951.33,419.23,302.42,1433.17,187.55,300.0,47.86,9641.56,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BLR&date=2026-09-05,AVAILABLE,VALID,48d7c7a6325973f44542ecfa7bc96802ad17a9008f39ee6b7bac988e045ada7a,2026-09-04T00:39:47.559510
2026-08-06T10:00:00,DEL,BLR,2026-09-20,45,IndiGo,6E-204,Economy,7363.02,423.51,295.24,1107.13,193.88,300.0,33.47,9716.25,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BLR&date=2026-09-20,AVAILABLE,VALID,9073f04e262b14373c6e1a98504131865abe5d2442b49e5ced5ea29eaa481b14,2026-09-04T00:39:47.559542
2026-08-06T10:00:00,DEL,BLR,2026-09-20,45,Air India,AI-603,Economy,8606.93,498.77,296.78,1368.41,246.8,300.0,37.4,11355.09,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BLR&date=2026-09-20,AVAILABLE,VALID,58fac8b9a117a2000a472e84b76c2a9d69eb8116f809f9ffd5835d95f8c578ce,2026-09-04T00:39:47.559570
2026-08-06T10:00:00,DEL,BLR,2026-09-20,45,Vistara,UK-812,Economy,8867.98,498.85,311.2,1108.99,254.51,300.0,47.91,11389.44,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BLR&date=2026-09-20,AVAILABLE,VALID,c2f10e4484fc0fe64af4f48926eb4934913202f7b836353a82acc61fe52a3977,2026-09-04T00:39:47.559595
2026-08-06T10:00:00,DEL,BLR,2026-09-20,45,Akasa Air,QP-1102,Economy,7134.32,426.25,304.28,1390.7,256.69,300.0,15.08,9827.32,INR,realtime_provider,https://api.airfarex.in/search?origin=DEL&dest=BLR&date=2026-09-20,AVAILABLE,VALID,3486aaeb931acaee7730ef7639ab26d8e82dfda97f834f418e5d4a1e59030752,2026-09-04T00:39:47.559620
